Order_ID,Order_Date,Region,Customer_Segment,Category,Product,Quantity,Unit_Price,Discount,Revenue
ORD0102,2025-08-08,South,Home Office,Fashion,Jacket,5,488.11,0.0,2440.55
ORD0103,2025-04-19,North,Consumer,Fashion,T-Shirt,2,1350.35,0.15,2295.59
ORD0104,2025-01-02,South,Corporate,Beauty,Perfume,5,2454.58,0.0,12272.9
ORD0105,2025-12-28,Central,Home Office,Fashion,Backpack,1,3498.45,0.05,3323.53
ORD0106,2025-04-12,East,Consumer,Beauty,Face Wash,5,1278.09,0.0,6390.45
ORD0107,2025-02-06,East,Corporate,Electronics,Keyboard,3,3055.21,0.15,7790.79
ORD0108,2025-03-05,Central,Corporate,Beauty,Shampoo,4,4723.85,0.15,16061.09
ORD0109,2025-08-13,Central,Corporate,Electronics,USB Hub,1,4468.23,0.05,4244.82
ORD0110,2025-01-14,East,Home Office,Electronics,Keyboard,5,3017.19,0.0,15085.95
ORD0111,2025-01-21,South,Home Office,Home & Kitchen,Table Lamp,5,3326.25,0.05,15799.69
ORD0112,2025-08-12,East,Home Office,Beauty,Face Wash,4,1869.21,0.05,7103.0
ORD0113,2025-02-23,West,Home Office,Home & Kitchen,Cookware Set,4,3528.63,0.05,13408.79
ORD0114,2025-01-19,West,Home Office,Beauty,Face Wash,3,1410.51,0.0,4231.53
ORD0115,2025-01-01,Central,Corporate,Beauty,Perfume,1,1099.4,0.05,1044.43
ORD0116,2025-11-17,East,Corporate,Beauty,Face Wash,2,1480.87,0.0,2961.74
ORD0117,2025-12-24,South,Home Office,Beauty,Face Wash,1,4870.1,0.15,4139.59
ORD0118,2025-03-23,South,Consumer,Fashion,Jacket,1,2849.81,0.0,2849.81
ORD0119,2025-08-25,Central,Home Office,Electronics,Keyboard,4,4675.73,0.05,17767.77
ORD0120,2025-05-20,South,Corporate,Beauty,Perfume,4,1368.91,0.15,4654.29
ORD0121,2025-04-08,East,Home Office,Home & Kitchen,Coffee Maker,3,3907.84,0.1,10551.17
ORD0122,2025-05-17,West,Consumer,Electronics,Bluetooth Speaker,3,4218.88,0.15,10758.14
ORD0123,2025-08-17,West,Corporate,Beauty,Shampoo,3,2848.2,0.15,7262.91
ORD0124,2025-06-14,North,Corporate,Home & Kitchen,Water Bottle,5,2037.26,0.1,9167.67
ORD0125,2025-08-31,South,Home Office,Beauty,Perfume,2,2576.58,0.0,5153.16
ORD0126,2025-10-30,North,Home Office,Fashion,T-Shirt,4,677.62,0.1,2439.43
ORD0127,2025-03-15,East,Home Office,Beauty,Moisturizer,1,2452.55,0.05,2329.92
ORD0128,2025-12-21,West,Corporate,Beauty,Face Wash,3,4290.24,0.15,10940.11
ORD0129,2025-11-17,East,Consumer,Beauty,Lip Balm,1,3162.81,0.0,3162.81
ORD0130,2025-02-16,North,Consumer,Beauty,Face Wash,1,2328.66,0.05,2212.23
ORD0131,2025-06-16,South,Home Office,Electronics,Bluetooth Speaker,3,1998.24,0.0,5994.72
ORD0132,2025-07-30,Central,Home Office,Home & Kitchen,Water Bottle,2,578.05,0.1,1040.49
ORD0133,2025-05-04,West,Corporate,Beauty,Lip Balm,2,1313.5,0.05,2495.65
ORD0134,2025-12-08,North,Corporate,Electronics,Headphones,3,3451.53,0.0,10354.59
ORD0135,2025-06-26,South,Corporate,Fashion,Backpack,3,2391.81,0.05,6816.66
ORD0136,2025-09-05,East,Home Office,Electronics,Keyboard,4,2944.23,0.15,10010.38
ORD0137,2025-06-01,Central,Home Office,Electronics,Headphones,3,237.87,0.0,713.61
ORD0138,2025-09-12,South,Home Office,Fashion,Jeans,5,4048.27,0.0,20241.35
ORD0139,2025-05-09,North,Home Office,Home & Kitchen,Coffee Maker,1,1681.88,0.1,1513.69
ORD0140,2025-07-06,South,Consumer,Home & Kitchen,Coffee Maker,3,1767.25,0.1,4771.57
ORD0141,2025-03-09,East,Corporate,Fashion,Jacket,5,4583.74,0.0,22918.7
ORD0142,2025-06-01,South,Home Office,Fashion,T-Shirt,4,4820.89,0.0,19283.56
ORD0143,2025-12-12,North,Corporate,Beauty,Lip Balm,3,632.45,0.1,1707.62
ORD0144,2025-10-02,Central,Corporate,Electronics,Headphones,3,3428.58,0.05,9771.45
ORD0145,2025-11-23,Central,Corporate,Fashion,T-Shirt,2,2462.09,0.15,4185.55
ORD0146,2025-11-09,West,Consumer,Home & Kitchen,Coffee Maker,4,4564.06,0.05,17343.43
ORD0147,2025-03-13,North,Consumer,Electronics,Wireless Mouse,3,4979.45,0.0,14938.35
ORD0148,2025-10-03,West,Home Office,Home & Kitchen,Table Lamp,4,1979.86,0.15,6731.52
ORD0149,2025-03-21,North,Home Office,Beauty,Face Wash,4,3154.13,0.05,11985.69
ORD0150,2025-07-09,North,Home Office,Home & Kitchen,Table Lamp,4,4761.66,0.05,18094.31
ORD0151,2025-07-08,West,Consumer,Fashion,T-Shirt,4,1523.23,0.0,6092.92
ORD0152,2025-12-06,South,Consumer,Home & Kitchen,Storage Box,1,441.78,0.05,419.69
ORD0153,2025-10-17,South,Corporate,Home & Kitchen,Coffee Maker,5,1193.36,0.0,5966.8
ORD0154,2025-03-17,East,Consumer,Electronics,Bluetooth Speaker,2,4939.13,0.15,8396.52
ORD0155,2025-02-26,Central,Corporate,Electronics,Keyboard,1,1918.56,0.0,1918.56
ORD0156,2025-01-09,Central,Consumer,Home & Kitchen,Cookware Set,1,807.44,0.1,726.7
ORD0157,2025-02-02,West,Home Office,Beauty,Perfume,3,2662.54,0.0,7987.62
ORD0158,2025-04-24,North,Corporate,Electronics,USB Hub,3,2397.6,0.0,7192.8
ORD0159,2025-07-25,North,Consumer,Beauty,Face Wash,4,3618.53,0.1,13026.71
ORD0160,2025-06-14,Central,Home Office,Home & Kitchen,Coffee Maker,2,1519.08,0.15,2582.44
ORD0161,2025-06-16,Central,Corporate,Beauty,Lip Balm,5,1614.51,0.15,6861.67
ORD0162,2025-02-20,West,Corporate,Electronics,USB Hub,2,2263.34,0.0,4526.68
ORD0163,2025-08-21,East,Corporate,Beauty,Perfume,1,1699.23,0.05,1614.27
ORD0164,2025-03-20,West,Consumer,Beauty,Face Wash,1,4191.51,0.0,4191.51
ORD0165,2025-07-10,Central,Corporate,Home & Kitchen,Storage Box,1,3014.03,0.15,2561.93
ORD0166,2025-12-10,North,Corporate,Electronics,Headphones,3,4392.32,0.1,11859.26
ORD0167,2025-11-04,South,Home Office,Fashion,Sneakers,1,2973.01,0.0,2973.01
ORD0168,2025-09-04,North,Corporate,Home & Kitchen,Coffee Maker,3,4256.79,0.05,12131.85
ORD0169,2025-10-21,Central,Home Office,Home & Kitchen,Table Lamp,5,4876.82,0.15,20726.48
ORD0170,2025-11-26,East,Corporate,Electronics,USB Hub,3,337.98,0.05,963.24
ORD0171,2025-06-29,North,Consumer,Electronics,Keyboard,2,2917.34,0.1,5251.21
ORD0172,2025-11-21,West,Corporate,Electronics,Wireless Mouse,5,1231.64,0.1,5542.38
ORD0173,2025-03-22,Central,Consumer,Fashion,Sneakers,3,3927.81,0.15,10015.92
ORD0174,2025-01-27,East,Corporate,Home & Kitchen,Water Bottle,5,437.86,0.0,2189.3
ORD0175,2025-12-05,South,Home Office,Beauty,Perfume,5,2320.81,0.05,11023.85
ORD0176,2025-02-28,West,Home Office,Fashion,Backpack,1,1558.58,0.15,1324.79
ORD0177,2025-12-08,North,Consumer,Fashion,T-Shirt,2,2096.26,0.15,3563.64
ORD0178,2025-04-15,East,Consumer,Fashion,Jeans,2,3866.97,0.05,7347.24
ORD0179,2025-01-04,South,Home Office,Beauty,Perfume,2,819.09,0.15,1392.45
ORD0180,2025-10-14,West,Consumer,Fashion,T-Shirt,4,4335.47,0.0,17341.88
ORD0181,2025-08-24,West,Corporate,Electronics,Bluetooth Speaker,5,2259.56,0.1,10168.02
ORD0182,2025-02-28,West,Home Office,Beauty,Face Wash,3,1023.99,0.15,2611.17
ORD0183,2025-07-05,West,Home Office,Electronics,Headphones,1,1366.92,0.15,1161.88
ORD0184,2025-02-10,North,Home Office,Beauty,Shampoo,3,1262.55,0.0,3787.65
ORD0185,2025-11-21,East,Home Office,Electronics,USB Hub,5,1129.74,0.05,5366.26
ORD0186,2025-11-27,South,Home Office,Home & Kitchen,Water Bottle,1,901.93,0.0,901.93
ORD0187,2025-03-20,Central,Corporate,Electronics,Keyboard,4,2425.97,0.15,8248.3
ORD0188,2025-12-15,West,Home Office,Fashion,Sneakers,2,2309.86,0.1,4157.75
ORD0189,2025-06-05,East,Corporate,Fashion,Jacket,1,1888.32,0.0,1888.32
ORD0190,2025-08-20,North,Home Office,Electronics,Wireless Mouse,3,4191.14,0.0,12573.42
ORD0191,2025-11-01,West,Home Office,Beauty,Perfume,5,2859.72,0.0,14298.6
ORD0192,2025-11-30,North,Corporate,Home & Kitchen,Cookware Set,5,2482.02,0.0,12410.1
ORD0193,2025-02-22,South,Home Office,Fashion,T-Shirt,5,3300.41,0.0,16502.05
ORD0194,2025-08-13,East,Corporate,Beauty,Lip Balm,5,3126.07,0.05,14848.83
ORD0195,2025-07-18,North,Corporate,Beauty,Shampoo,5,450.35,0.05,2139.16
ORD0196,2025-02-18,South,Corporate,Beauty,Shampoo,3,3672.92,0.15,9365.95
ORD0197,2025-02-11,South,Home Office,Home & Kitchen,Cookware Set,3,4843.94,0.1,13078.64
ORD0198,2025-12-29,South,Home Office,Electronics,Bluetooth Speaker,5,2007.06,0.05,9533.53
ORD0199,2025-12-26,East,Consumer,Electronics,Headphones,5,1935.77,0.05,9194.91
ORD0200,2025-04-20,South,Consumer,Fashion,Backpack,2,1286.41,0.0,2572.82
ORD0201,2025-06-01,North,Home Office,Electronics,USB Hub,5,4207.58,0.15,17882.22
ORD0202,2025-06-22,Central,Consumer,Home & Kitchen,Storage Box,4,939.41,0.0,3757.64
ORD0203,2025-08-13,West,Home Office,Electronics,Headphones,3,3445.54,0.0,10336.62
ORD0204,2025-05-26,South,Corporate,Beauty,Moisturizer,5,1347.01,0.1,6061.55
ORD0205,2025-12-14,Central,Corporate,Beauty,Perfume,3,3934.0,0.15,10031.7
ORD0206,2025-03-24,West,Corporate,Home & Kitchen,Storage Box,2,4389.41,0.0,8778.82
ORD0207,2025-10-11,East,Corporate,Electronics,USB Hub,1,1567.3,0.0,1567.3
ORD0208,2025-09-20,West,Corporate,Home & Kitchen,Table Lamp,1,4741.78,0.0,4741.78
ORD0209,2025-01-14,West,Consumer,Beauty,Face Wash,4,2608.63,0.0,10434.52
ORD0210,2025-07-11,South,Consumer,Home & Kitchen,Coffee Maker,3,4666.96,0.05,13300.84
ORD0211,2025-01-20,West,Home Office,Fashion,Backpack,2,3841.44,0.1,6914.59
ORD0212,2025-01-03,Central,Home Office,Electronics,Wireless Mouse,3,1234.14,0.0,3702.42
ORD0213,2025-11-08,North,Consumer,Beauty,Face Wash,3,1339.67,0.0,4019.01
ORD0214,2025-08-03,Central,Home Office,Beauty,Face Wash,1,4215.1,0.1,3793.59
ORD0215,2025-01-09,East,Consumer,Home & Kitchen,Water Bottle,3,2259.35,0.15,5761.34
ORD0216,2025-10-20,North,Home Office,Beauty,Moisturizer,1,2711.73,0.05,2576.14
ORD0217,2025-10-06,East,Corporate,Electronics,Headphones,4,407.97,0.1,1468.69
ORD0218,2025-01-09,Central,Home Office,Fashion,T-Shirt,3,1356.4,0.0,4069.2
ORD0219,2025-06-20,West,Home Office,Home & Kitchen,Coffee Maker,3,2819.87,0.0,8459.61
ORD0220,2025-09-03,North,Corporate,Home & Kitchen,Water Bottle,1,3636.02,0.1,3272.42
ORD0221,2025-04-14,Central,Corporate,Electronics,Keyboard,1,1713.86,0.05,1628.17
ORD0222,2025-10-06,East,Corporate,Beauty,Shampoo,1,3814.8,0.0,3814.8
ORD0223,2025-01-25,West,Home Office,Fashion,Sneakers,1,4035.84,0.1,3632.26
ORD0224,2025-08-14,East,Home Office,Beauty,Shampoo,2,2580.78,0.1,4645.4
ORD0225,2025-05-17,Central,Corporate,Electronics,Headphones,1,2265.91,0.0,2265.91
ORD0226,2025-06-14,West,Home Office,Electronics,Wireless Mouse,3,3371.41,0.05,9608.52
ORD0227,2025-08-07,Central,Corporate,Home & Kitchen,Table Lamp,3,2345.22,0.05,6683.88
ORD0228,2025-05-21,North,Consumer,Electronics,Wireless Mouse,4,1942.89,0.0,7771.56
ORD0229,2025-11-08,East,Corporate,Beauty,Face Wash,2,521.72,0.05,991.27
ORD0230,2025-10-18,East,Corporate,Electronics,USB Hub,2,3458.5,0.05,6571.15
ORD0231,2025-02-09,South,Consumer,Home & Kitchen,Storage Box,3,2109.56,0.05,6012.25
ORD0232,2025-01-14,North,Corporate,Home & Kitchen,Table Lamp,5,2056.54,0.15,8740.3
ORD0233,2025-05-14,South,Consumer,Beauty,Moisturizer,5,1569.77,0.1,7063.97
ORD0234,2025-03-11,North,Home Office,Electronics,Headphones,2,4512.66,0.1,8122.79
ORD0235,2025-06-13,South,Home Office,Fashion,T-Shirt,5,2801.42,0.05,13306.74
ORD0236,2025-12-30,South,Consumer,Home & Kitchen,Cookware Set,5,1275.36,0.0,6376.8
ORD0237,2025-09-10,Central,Consumer,Electronics,Bluetooth Speaker,5,2945.93,0.1,13256.68
ORD0238,2025-11-10,Central,Corporate,Electronics,Wireless Mouse,3,2110.17,0.1,5697.46
ORD0239,2025-07-29,West,Home Office,Electronics,Keyboard,3,3282.23,0.1,8862.02
ORD0240,2025-09-22,South,Corporate,Fashion,Jeans,5,3270.01,0.0,16350.05
ORD0241,2025-09-15,South,Corporate,Electronics,Wireless Mouse,5,933.47,0.0,4667.35
ORD0242,2025-12-30,East,Consumer,Home & Kitchen,Cookware Set,5,4494.64,0.0,22473.2
ORD0243,2025-11-22,Central,Home Office,Fashion,Jeans,3,3148.26,0.0,9444.78
ORD0244,2025-03-28,East,Home Office,Home & Kitchen,Water Bottle,5,3658.04,0.15,15546.67
ORD0245,2025-01-22,East,Home Office,Electronics,Wireless Mouse,1,4752.02,0.15,4039.22
ORD0246,2025-04-18,East,Home Office,Beauty,Lip Balm,1,2589.58,0.15,2201.14
ORD0247,2025-06-04,North,Consumer,Beauty,Moisturizer,4,1626.68,0.0,6506.72
ORD0248,2025-08-14,South,Corporate,Beauty,Perfume,4,1178.31,0.15,4006.25
ORD0249,2025-06-13,Central,Consumer,Fashion,Backpack,2,3850.19,0.15,6545.32
ORD0250,2025-06-13,South,Consumer,Home & Kitchen,Table Lamp,1,1482.86,0.0,1482.86
ORD0251,2025-01-26,East,Home Office,Fashion,Backpack,5,2206.05,0.0,11030.25
ORD0252,2025-06-10,West,Corporate,Home & Kitchen,Water Bottle,4,4979.65,0.1,17926.74
ORD0253,2025-09-12,South,Home Office,Electronics,Wireless Mouse,4,2625.13,0.0,10500.52
ORD0254,2025-06-30,East,Home Office,Electronics,Wireless Mouse,3,2574.49,0.1,6951.12
ORD0255,2025-01-05,West,Corporate,Electronics,Headphones,2,4434.79,0.05,8426.1
ORD0256,2025-01-24,Central,Corporate,Beauty,Face Wash,5,2895.72,0.05,13754.67
ORD0257,2025-02-07,Central,Home Office,Beauty,Lip Balm,4,3868.14,0.05,14698.93
ORD0258,2025-11-09,Central,Corporate,Electronics,Keyboard,1,2089.74,0.05,1985.25
ORD0259,2025-03-15,North,Consumer,Home & Kitchen,Storage Box,5,2125.66,0.0,10628.3
ORD0260,2025-03-12,Central,Consumer,Fashion,Backpack,5,2392.55,0.15,10168.34
ORD0261,2025-06-17,Central,Corporate,Fashion,Jeans,4,4953.96,0.05,18825.05
ORD0262,2025-09-17,East,Corporate,Beauty,Lip Balm,3,2478.48,0.0,7435.44
ORD0263,2025-12-11,Central,Corporate,Electronics,Headphones,5,1675.85,0.0,8379.25
ORD0264,2025-05-16,Central,Corporate,Home & Kitchen,Coffee Maker,5,2505.15,0.15,10646.89
ORD0265,2025-03-17,South,Consumer,Home & Kitchen,Coffee Maker,5,4750.38,0.0,23751.9
ORD0266,2025-08-14,West,Home Office,Fashion,Backpack,2,2181.21,0.0,4362.42
ORD0267,2025-11-10,East,Home Office,Beauty,Face Wash,2,2688.68,0.15,4570.76
ORD0268,2025-09-02,East,Home Office,Beauty,Shampoo,2,2405.38,0.15,4089.15
ORD0269,2025-07-01,East,Home Office,Fashion,Jacket,4,1121.87,0.0,4487.48
ORD0270,2025-06-02,East,Corporate,Home & Kitchen,Cookware Set,3,3582.52,0.1,9672.8
ORD0271,2025-06-28,West,Corporate,Fashion,Sneakers,1,2951.69,0.15,2508.94
ORD0272,2025-06-26,East,Corporate,Home & Kitchen,Cookware Set,1,1579.63,0.0,1579.63
ORD0273,2025-12-02,East,Home Office,Fashion,Backpack,2,1168.93,0.15,1987.18
ORD0274,2025-12-23,South,Consumer,Fashion,Jeans,1,3154.25,0.15,2681.11
ORD0275,2025-01-26,West,Consumer,Home & Kitchen,Water Bottle,1,679.95,0.05,645.95
ORD0276,2025-12-15,West,Home Office,Home & Kitchen,Coffee Maker,5,4892.97,0.0,24464.85
ORD0277,2025-09-01,North,Home Office,Beauty,Moisturizer,3,1740.6,0.0,5221.8
ORD0278,2025-10-21,West,Consumer,Home & Kitchen,Storage Box,1,4582.5,0.0,4582.5
ORD0279,2025-01-19,North,Consumer,Beauty,Perfume,2,4694.72,0.05,8919.97
ORD0280,2025-06-02,Central,Corporate,Electronics,Bluetooth Speaker,3,2379.88,0.15,6068.69
ORD0281,2025-03-10,South,Home Office,Beauty,Shampoo,2,4081.31,0.05,7754.49
ORD0282,2025-08-23,Central,Home Office,Fashion,Jeans,1,3734.77,0.05,3548.03
ORD0283,2025-04-09,East,Consumer,Home & Kitchen,Storage Box,4,4168.55,0.15,14173.07
ORD0284,2025-07-25,North,Corporate,Electronics,Keyboard,2,2490.78,0.0,4981.56
ORD0285,2025-07-16,Central,Home Office,Home & Kitchen,Table Lamp,3,4778.37,0.05,13618.35
